日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-06-23,600519,1210.98,1194.43,1235.98,1188.98,58004,7179745911.0,3.87,-1.56,-18.96,0.46
2026-06-24,600519,1194.63,1179.66,1213.85,1179.49,45335,5516574460.0,2.88,-1.24,-14.77,0.36
2026-06-25,600519,1178.98,1184.08,1198.98,1171.98,48446,5860481755.0,2.29,0.37,4.42,0.39
2026-06-26,600519,1199.0,1168.63,1199.0,1168.1,50066,5922014054.0,2.61,-1.3,-15.45,0.4
2026-06-29,600519,1169.0,1194.96,1215.0,1151.01,66878,7949237761.0,5.48,2.25,26.33,0.53
2026-06-30,600519,1187.0,1185.49,1195.67,1176.0,39608,4684236159.0,1.65,-0.79,-9.47,0.32
2026-07-01,600519,1180.1,1193.01,1196.8,1166.33,42474,5033838236.0,2.57,0.63,7.52,0.34
2026-07-02,600519,1193.01,1203.0,1215.52,1190.51,50870,6122360932.0,2.1,0.84,9.99,0.41
2026-07-03,600519,1205.24,1194.45,1210.14,1185.0,34268,4099266243.0,2.09,-0.71,-8.55,0.27
2026-07-06,600519,1186.0,1206.91,1215.0,1180.0,40970,4913750668.0,2.93,1.04,12.46,0.33
2026-07-07,600519,1200.0,1188.8,1202.0,1188.11,27365,3264967794.0,1.15,-1.5,-18.11,0.22
2026-07-08,600519,1188.77,1199.3,1200.98,1177.0,25776,3071933498.0,2.02,0.88,10.5,0.21
2026-07-09,600519,1191.0,1182.19,1191.99,1178.0,34096,4035216946.0,1.17,-1.43,-17.11,0.27
2026-07-10,600519,1182.2,1204.98,1204.98,1170.28,52213,6223343642.0,2.94,1.93,22.79,0.42
2026-07-13,600519,1197.12,1210.99,1215.0,1190.19,41983,5056689558.0,2.06,0.5,6.01,0.34
2026-07-14,600519,1208.99,1214.88,1226.87,1205.0,43527,5294785036.0,1.81,0.32,3.89,0.35
2026-07-15,600519,1203.66,1251.06,1256.6,1198.66,71944,8922861367.0,4.77,2.98,36.18,0.58
2026-07-16,600519,1252.0,1258.99,1267.97,1245.05,47611,5987570858.0,1.83,0.63,7.93,0.38
2026-07-17,600519,1269.01,1253.0,1269.33,1238.98,58417,7322732709.0,2.41,-0.48,-5.99,0.47
2026-07-20,600519,1270.0,1327.5,1329.0,1266.0,106151,13898351084.0,5.03,5.95,74.5,0.85
2026-07-21,600519,1338.98,1308.0,1344.7,1296.87,77148,10174304108.0,3.6,-1.47,-19.5,0.62
2026-07-22,600519,1300.0,1305.0,1308.0,1283.24,65181,8431141766.0,1.89,-0.23,-3.0,0.52
2026-07-23,600519,1299.8,1292.01,1303.0,1285.43,33918,4392505599.0,1.35,-1.0,-12.99,0.27
2026-07-24,600519,1305.0,1297.41,1309.21,1286.2,35699,4622242878.0,1.78,0.42,5.4,0.29
2026-07-27,600519,1308.0,1289.5,1308.0,1279.58,31990,4129228560.0,2.19,-0.61,-7.91,0.26
2026-07-28,600519,1299.0,1320.0,1320.0,1289.52,53135,6960058121.0,2.36,2.37,30.5,0.43
2026-07-29,600519,1333.83,1321.0,1343.48,1312.06,62330,8282396819.0,2.38,0.08,1.0,0.5
2026-07-30,600519,1323.0,1361.76,1362.0,1322.0,71873,9712135434.0,3.03,3.09,40.76,0.57
2026-07-31,600519,1330.03,1350.6,1355.72,1325.77,55128,7373462605.0,2.2,-0.82,-11.16,0.44
2026-08-03,600519,1350.6,1358.98,1363.35,1346.0,36147,4898665275.0,1.28,0.62,8.38,0.29
2026-08-04,600519,1350.06,1328.36,1350.94,1328.36,37450,5004070406.0,1.66,-2.25,-30.62,0.3
2026-08-05,600519,1328.36,1306.45,1333.8,1303.5,42689,5600615349.0,2.28,-1.65,-21.91,0.34
2026-08-06,600519,1310.0,1308.55,1314.4,1300.01,25463,3326230801.0,1.1,0.16,2.1,0.2
2026-08-07,600519,1308.66,1309.22,1315.28,1301.0,24976,3266919421.0,1.09,0.05,0.67,0.2
2026-08-10,600519,1325.0,1348.86,1359.97,1318.08,62686,8428304269.0,3.2,3.03,39.64,0.5
2026-08-11,600519,1348.0,1346.5,1352.65,1338.0,27073,3640046368.0,1.09,-0.17,-2.36,0.22
2026-08-12,600519,1346.5,1343.0,1356.88,1332.51,35060,4717613108.0,1.81,-0.26,-3.5,0.28
2026-08-13,600519,1338.0,1355.29,1359.6,1337.0,32353,4376205567.0,1.68,0.92,12.29,0.26
2026-08-14,600519,1355.0,1341.99,1359.0,1338.14,29853,4024065608.0,1.54,-0.98,-13.3,0.24
2026-08-17,600519,1295.0,1293.09,1301.0,1280.34,78430,10114852172.0,1.54,-3.64,-48.9,0.63
2026-08-18,600519,1291.0,1297.99,1302.9,1285.17,38723,5007014692.0,1.37,0.38,4.9,0.31
2026-08-19,600519,1300.0,1307.88,1308.88,1290.5,37548,4876774762.0,1.42,0.76,9.89,0.3
2026-08-20,600519,1299.8,1291.5,1306.88,1291.0,25332,3280474226.0,1.21,-1.25,-16.38,0.2
2026-08-21,600519,1291.5,1272.83,1291.5,1272.01,33472,4278311022.0,1.51,-1.45,-18.67,0.27
2026-08-24,600519,1271.01,1304.66,1313.8,1270.33,48440,6299794441.0,3.42,2.5,31.83,0.39
2026-08-25,600519,1311.89,1304.0,1317.0,1301.11,21111,2757527115.0,1.22,-0.05,-0.66,0.17
2026-08-26,600519,1300.0,1302.8,1314.45,1295.0,21731,2838763999.0,1.49,-0.09,-1.2,0.17
2026-08-27,600519,1304.0,1292.3,1305.0,1288.0,24767,3203715661.0,1.3,-0.81,-10.5,0.2
2026-08-28,600519,1289.0,1297.4,1297.89,1288.0,16126,2086008422.0,0.77,0.39,5.1,0.13
2026-08-31,600519,1297.99,1291.77,1305.0,1286.0,10726,1384652390.0,1.46,-0.43,-5.63,0.09
